numero,empresa,cnpj,forma_do_registro,modalidade,objeto,gestor,fiscal_tecnico,fiscal_administrativo,ato_de_nomeacao,valor,data_inicio,data_termino,vigencia_na_colheita,empresa_sancionada,recebeu_ordem_bancaria,as_of
ACT 103-19,CÂMARA DOS DEPUTADOS,00530352000159,cnpj,Acordo de Cooperação,"Promoção da modernização e desenvolvimento institucional por meio de cooperação entre Câmara e Câmara Legislativa, intercâmbio de conhecimentos entre si e implementação de projetos e programas ações e/ou atividades de interesse comum.",Edinez Sousa Ramos/Fabiana Yuka Fujimoto,José Antonio Correa Lages,,PSG Nº 99 de 25/10/19 e DCL Nº 224 de 29/10/19,,2019-08-30,2024-08-29,encerrado,não,não,2026-06-26T15:56:41
043-21,SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA.,07432517000107,cnpj,Pregão,"Prestação de serviços de impressão, cópia e digitalização, monitoramento a contabilização dos serviços contratados, fornecimento de todos os insumos (exceto papel) e reposição de peças originais, além de instalação, manutenção e assistência técnica.",Manoel Carlos Pereira,Mardem da Silva Teles Filho,,"PSG n. 126, de 08/09/21, DCL n. 197, de 10/09/21","424.021,81",2023-08-31,2024-08-30,encerrado,não,sim,2026-06-26T15:56:41
,SENADO FEDERAL/ILB,00530279000115,cnpj,,Estabelecimento de Parceria para a realização do curso de pós-graduação lato sensu em Poder Leiglstaivo e Direito Parlamentar.,José Antonio Correa Lages,Ozanira Ferreira da Costa,,"PSG nº 122, de 29/09/22, DCL nº 199, de 30/09/22",,2022-09-15,2024-09-14,encerrado,não,sim,2026-06-26T15:56:41
021-19,EXITO DISTRIBUIDORA E COMÉRCIO DE LIVROS LTDA,08065700000176,cnpj,Pregão,FORNECIMENTO DE MATERIAL BIBLIOGRÁFICO PARA A BIBLIOTECA DA CLDF,Cleide Cristina Soares,Franciane Santana Grimaldi de Oliveira,,"PSG n.53, de 02/03/2023, DCL n. 51 de 06/03/23","51.240,00",2023-09-25,2024-09-24,encerrado,não,sim,2026-06-26T15:56:41
030-23,LVM VIAGENS E TURISMO LTDA,08052666000103,cnpj,Pregão,"Serviços de agenciamento de viagens, compreendendo cotação de preços, reserva, marcação/remarcação, emissão e fornecimento de bilhetes de passagens aéreas nacionais e internacionais, incluindo o pagamento da taxa de embarque e a aquisição seguro-viagem internacional",,Yan Nunes Rangel Costa / Wellington Nonato Coelho Duarte,,"PSG n. 261 de 11/10/2023, DCL n. 223, de 17/10/2023","315.421,20",2023-10-09,2024-10-09,encerrado,não,sim,2026-06-26T15:56:41
025-19,PROTECLINE PROTEÇÕES LINEARES LTDA,03073519000198,cnpj,Pregão,Fornecimento de equipamentos Nobreak com suporte técnico e garantia pelo período de 60 meses para a CLDF.,Paulo André Valadão De Brito,Cleber Marcos De Toledo,,"PSG nº 57, de 10/05/2021, DCL N.104, DE 11/05/2021","175.400,00",2019-10-11,2024-10-10,encerrado,não,não,2026-06-26T15:56:41
037-23,SARAIVA EDUCACAO S.A.,50268838000139,cnpj,Inexigibilidade,"Contratação de empresa para fornecimento de assinatura da plataforma Biblioteca Digital Saraiva de livros digitais nas áreas de Direito, Gestão, Contabilidade, Ensino Técnico e outras correlatas, com aproximadamente 2.400 títulos, com recursos avançados de acesso, armazenamento e organização dos conteúdos, disponibilizados e comercializados exclusivamente pela Saraiva Educação S.A., para utilização no período de 12 meses, conforme Termo de Referência.",,Cleide Cristina Soares / Franciane Santana Grimaldi de Oliveira,,"PSG nº 276/2023, do DCL 10/11/2023.","22.800,00",2023-11-06,2024-11-06,encerrado,não,sim,2026-06-26T15:56:41
029-22,TOP SERVIÇOS E CONSTRUÇÕES EIRELI,04744995000156,cnpj,Pregão,"Contratação dos serviços de manutenção predial, com fornecimento de peças e materiais nos sistemas e nas instalações do edifício sede da CLDF.",Jose Gomes da Silva Neto/José Rodrigues Oliveira,"Hugo Pierre Lapa / Marcelo Augusto Fernandes/ Bairon Emiliano (Fiscal Técnico Substituto Temporário - PSG º 198, de 11/08/2023)",Wilker Carvalho L da Silva/Ana Paula Prado Conde,"PSG nº 119, de 12/05/23, DCL nº 102 de 16/05/23","3.299.448,72",2023-11-12,2024-11-11,encerrado,não,sim,2026-06-26T15:56:41
028-19,UNITECH RIO COMERCIO E SERVIÇOS LTDA,32578387000154,cnpj,Pregão,"Aquisição de Licenças de Produtos Vmware, Integrantes da Infraestrutura Computacional da CLDF.",Paulo André Valadão de Brito,Rogério Wagner L. G. Mendes,Moises Barbosa de Souza,"PSG nº 67, 11/05/21, DCL nº 105, de 12/05/21","1.066.593,00",2019-12-03,2024-12-02,encerrado,não,não,2026-06-26T15:56:41
029-19,H3D SOLUÇÕES DE TELEINFORMÁTICA LTDA - EPP,,nao_verifica,Pregão,"Prestação de Serviço de Gerenciamento e Programação do Sistema Telefônico com Manutenção Preventiva e Corretiva, com Reposição de Peças, da Central Telefônica de Propriedade da CLDF por 20 meses.",Gustavo Trindade Oliveira,João Batista Carneiro Neto,,"PSG nº 58, de 04/07/19, DCL nº 138, de 05/07/19.","199.948,43",2023-04-03,2024-12-02,encerrado,não,não,2026-06-26T15:56:41
008-19,SENADO FEDERAL/ILB,00530279000115,cnpj,Acordo de Cooperação,"Cooperação e intercâmbio de conhecimentos, informações e experiências, visando à informação, aperfeiçoamento e especialização técnica de recursos humanos, bem como o desenvolvimento institucional.",Ozanira Ferreira da Costa,José Antonio Correa Lages,,"PSG Nº 56, de 28/06/19 e DCL Nº134, de 1/07/2019",,2019-12-04,2024-12-03,encerrado,não,sim,2026-06-26T15:56:41
025-24,DURAES CONSTRUCOES E REFORMAS LTDA,21544041000119,cnpj,Dispensa,"Fornecimento e instalação de corrimãos em aço inox, sob medida, com todos os complementos necessários (barras, fixações, acabamentos, etc.).",,Luiz Marino Kuller / João Lucas Santos Flores,,"PSG n. 151 de 25/06/2024, DCL n. 139, de 27/06/2024","77.999,99",2024-06-13,2024-12-13,encerrado,não,sim,2026-06-26T15:56:41
046-23,NP TECNOLOGIA E GESTÃO DE DADOS LTDA,07797967000195,cnpj,Inexigibilidade,"Licença para acesso à ferramenta de pesquisa e comparação de preços praticados pela Administração Pública, com disponibilização de 4 senhas a serem utilizadas pela DAF e pelo NUAQ, para estimar os custos das aquisições e das contratações da CLDF.",,Sebastião Bento Tavares / Guilherme Menezes Ramos,,"PSG nº 302, de 15/12/2023, DCL nº 267, de 19/12/2023.","46.320,00",2023-12-18,2024-12-18,encerrado,não,sim,2026-06-26T15:56:41
002-24,LAG LICENCIAMENTOS DE SOFTWARES LTDA,51311014000167,cnpj,Inexigibilidade,"A assinatura contempla: Acesso aos dados da Lista de Autoridades Governamentais  LAG, disponível na internet pelo endereço: https://lag.com.br e por link na intranet da CLDF; Acesso ilimitado a multiusuários pela internet com fornecimento de login e senha pela Biblioteca da CLDF; Atualização diária dos dados da Lista de Autoridades Governamentais conforme publicações do Diário Oficial da União (DOU), Diário Oficial do Distrito Federal e outras fontes oficiais.",,Miguel Ângelo Bueno Portela / Cleide Cristina Soares,,"PSG nº 19, de 25/01/24. DCL nº 20, de 29/01/24","7.800,00",2024-01-08,2025-01-08,encerrado,não,sim,2026-06-26T15:56:41
001-23,PURÍSSIMA ÁGUA MINERAL LTDA,72602303000195,cnpj,Pregão,"Fornecimento diário de água mineral sem gás, em galões de 20 litros, para atender as necessidades da Câmara Legislativa do Distrito Federal.",,Osmar Rodrigues Da Silva / Adão José De Azevedo,,"PSG n. 34 de 01/02/2023, DCL n. 30 de 02/02/2023","109.992,96",2024-01-12,2025-01-11,encerrado,não,sim,2026-06-26T15:56:41
005-21,R2R CONSTRUÇÕES E SERVIÇOS EIRELI,07566931000109,cnpj,Pregão,Contratação de empresa especializada na prestação de serviços de Copeiragem (copeiro e garçom) para atendimento das necessidades da Câmara Legislativa do Distrito Federal.,Jose Gomes da Silva Neto/Yan Nunes Rangel Costa,Osmar Rodrigues da Silva,Ivaldo Vieira de Pádua,"PSG nº 250, de 26/09/23, DCL nº 212 de 29/09/23","999.633,10",2024-01-25,2025-01-24,encerrado,não,sim,2026-06-26T15:56:41
007-24,JDR SERVICES LTDA,22463530000109,cnpj,Pregão,"Prestação de serviços de Copeiragem (copeiro e garçom) para atendimento das necessidades da CLDF, incluindo o fornecimento de material de consumo por demanda e equipamentos necessários.",Jose Gomes da Silva Neto / Yan Nunes Rangel Costa,Osmar Rodrigues da Silva,Ivaldo Vieira de Pádua,"PSG nº 72, de 27/03/2024, DCL nº 65, de 02/04/2024.","872.833,14",2024-04-01,2025-01-24,encerrado,não,sim,2026-06-26T15:56:41
ARP 004-24,BRTOP INDUSTRIA E COMERCIO DE MOVEIS LTDA,03869166000137,cnpj,Ata de Registro de Preço,Registro de preço para eventual contratação de empresa especializada no fornecimento de sofás de 2 e 3 lugares e poltronas para a CLDF.,,Pedro Henrique Oliveira Giraldes / Lucas Moura Dias,,"PSG n. 74, de 16/03/2026, DCL n. 50, de 17/03/2026.","106.010,00",2024-02-23,2025-02-22,encerrado,não,sim,2026-06-26T15:56:41
004-24,ZENITE INFORMACAO E CONSULTORIA S/A,86781069000115,cnpj,Inexigibilidade,"Contratação, por INEXIGIBILIDADE DE LICITAÇÃO, de empresa, para fornecimento de assinatura da plataforma Zênite Fácil, que disponibiliza acervo sobre contratação pública, com acesso monousuários para até 5 (cinco) usuários simultâneos.",,Cleide Cristina Soares / Miguel Ângelo Bueno Portela,,"PSG nº 73, de 27/03/2024, DCL nº 65, de 02/04/2024","12.800,00",2024-03-19,2025-03-19,encerrado,não,sim,2026-06-26T15:56:41
042-24,MARCIO SANDRO MALLET PEZARIM,04743532000170,cnpj,Dispensa,"Contratação de empresa especializada na confecção de 1.650 bottons de identificação e 500 embalagens para bottons, conforme condições, quantidades e exigências estabelecidas no Aviso de Contratação Direta e seus Anexos.",,Ana Paula de Andrade Aguiar / Luciana Reis de Medeiros Guimarães,,"PSG n. 219 de 30/09/2024, DCL n. 216, de 02/10/2024","10.000,00",2024-09-24,2025-03-23,encerrado,não,sim,2026-06-26T15:56:41
005-24,EDITORA REVISTA DOS TRIBUNAIS LTDA,60501293000112,cnpj,Inexigibilidade,Assinatura anual da plataforma digital Revista dos Tribunais Online Completa.,,Cleide Cristina Soares / Miguel Ângelo Bueno Portela,,"PSG nº 83, de 10/04/2024, DCL nº 74, de 12/04/2024","25.178,58",2024-04-04,2025-04-04,encerrado,não,sim,2026-06-26T15:56:41
005-20,WEDAN CONSULTORIA E ASSESSORIA ATUARIAL LTDA.,20204743000190,cnpj,Pregão,"Prestação de Serviços contínuos de consultoria e assessoria técnica atuarial, abrangendo o Plano de Saúde do Fundo de Assistência à Saúde dos Deputados Distritais e Servidores da CLDF.",Andréa Ribeiro Alvim,Márcio Corrêa de Mello,,"PSG nº 37, de 06/05/20, DCL nº 103, de 07/05/20",,2024-04-08,2025-04-07,encerrado,não,sim,2026-06-26T15:56:41
008-20,FATTO CONSULTORIA E SISTEMAS LTDA,02434797000160,cnpj,Pregão,Prestação de serviços técnicos especializados me Tecnologia da Informação para mensuração de tamanho funcional de softwares para a CLDF.,Wagner Lopes Dias / Luís Felipe Rabello Taveira,Ana Clelia Milhomem Ramos / Ronie Paulucio Porfirio,Thais Monteiro Predebon / Jan Riella,"PSG nº 242, de 30/10/2024, DCL nº 238, de 31/10/2024","43.892,50",2024-04-16,2025-04-15,encerrado,não,sim,2026-06-26T15:56:41
016-24,BRTOP INDUSTRIA E COMERCIO DE MOVEIS LTDA,03869166000137,cnpj,Pregão,"Contratação oriunda da Ata de Registro de Preços nº 4/2024 quanto ao fornecimento de sofás de 2 e 3 lugares e poltronas, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital, na hipótese, estão sendo adquiridos 33 (trinta e três) sofás em couro preto de 2 lugares; 20 (vinte) sofás em couro preto de 3 lugares; e 9 poltronas de 1 lugar.",,Pedro Henrique Oliveira Giraldes / Lucas Moura Dias,,"PSG n. 74, de 16/03/2026, DCL n. 50, de 17/03/2026.","81.410,00",2024-04-24,2025-04-24,encerrado,não,sim,2026-06-26T15:56:41
061-24,ACE COMUNICACAO E EDITORA LTDA,13331928000109,cnpj,Pregão,"Contratação de empresa especializada para confecção de 1.550 (mil, quinhentas e cinquenta) pastas para diplomas e 300 (trezentas) pastas para títulos de cidadão honorário e benemérito, de acordo com as especificações e as exigências constantes no termo de referência  Anexo I do Edital.",,Ana Paula de Andrade Aguiar / Luciana Reis de Medeiros Guimarães,,"PSG nº 259 de 08/11/2024, DCL nº 246 de 12/11/2024","53.600,00",2024-11-05,2025-05-04,encerrado,não,sim,2026-06-26T15:56:41
063-24,COSTA E GONCALVES EDIFICACOES LTDA,40566362000169,cnpj,Pregão,"Contratação de empresa especializada para prestação de serviço comum de engenharia, não contínuo, e com fornecimento de todos os materiais necessários, para atender às necessidades de readequação do espaço destinado aos Gabinetes da 1ª, 2ª, 3ª e 4ª Secretarias, além da realocação e ampliação da copa da presidência e criação de um banheiro PCD, no 5º pavimento do edifício sede da Câmara Legislativa do Distrito Federal, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital.",Luiz Marino Kuller / Hugo Pierre Lapa,Marcelo Augusto Fernandes / Marcelo Ulisses Pimenta / Vinicius Teixeira Tambara / Ana Carolina Fontes Rodrigues Panerai,,"PSG nº 262, de 13/11/2024, DCL nº 249, de 18/11/2024","148.300,00",2024-11-07,2025-05-06,encerrado,não,sim,2026-06-26T15:56:41
062-24,PA ARQUIVOS LTDA,34409656000184,cnpj,Pregão,"Para prestação de serviços de retirada de acervo, guarda organizada temporária da documentação, atendimento a pesquisas relativas à documentação armazenada e devolução do acervo para a Câmara Legislativa do Distrito Federal  CLDF, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital.",Ricardo Sanches São Pedro / Leonardo Neves Moreira,Manuel Justino Lopes Junior / Sylvia Cristina Lavor dos Santos,,"PSG nº 265, de 21/11/2024, DCL nº 255, de 25/10/2024","206.000,00",2024-11-11,2025-05-10,encerrado,não,sim,2026-06-26T15:56:41
064-24,MAXXIMUM CONSULTORIA LTDA,38387756000108,cnpj,Pregão,"Aquisição de equipamentos, materiais e insumos de instalação, para atualização tecnológica dos recursos audiovisuais da Câmara Legislativa do Distrito Federal - CLDF, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital.",Luiz Eduardo de Oliveira Souto / Willy Ferraz de Oliveira,Cesar Augusto Scopinho / Glaucio Fernando Beserra Pinheiro / Leonardo de Assis Borges / Luis Gustavo Bonifacio Gomes / Roberto Massaru Sanbuichi / Bruno Gurgel de Oliveira Santos / Edison Miranda Junior / Eduardo Correa Rodrigues / Michel Alves da Silva / Roger Lemos Santos,,"PSG nº 276, de 28/11/2024, DCL nº 264, de 03/12/2024","48.344,05",2024-11-12,2025-05-11,encerrado,não,sim,2026-06-26T15:56:41
065-24,AV CONECT SOLUCOES INTEGRADAS LTDA,45078161000136,cnpj,Pregão,"Aquisição de equipamentos, materiais e insumos de instalação, para atualização tecnológica dos recursos audiovisuais da Câmara Legislativa do Distrito Federal - CLDF, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital.",Luiz Eduardo de Oliveira Souto / Willy Ferraz de Oliveira,Cesar Augusto Scopinho / Glaucio Fernando Beserra Pinheiro / Leonardo de Assis Borges / Luis Gustavo Bonifacio Gomes / Roberto Massaru Sanbuichi / Bruno Gurgel de Oliveira Santos / Edison Miranda Junior / Eduardo Correa Rodrigues / Michel Alves da Silva / Roger Lemos Santos,,"PSG nº 276, de 28/11/2024, DCL nº 264, de 03/12/2024","541.273,60",2024-11-12,2025-05-11,encerrado,não,sim,2026-06-26T15:56:41
066-24,EMGESA EMPRESA DE GERENCIAMENTO DE SOBRESSALENTES E AUTOMACAO LTDA,32005178000111,cnpj,Pregão,"Aquisição de equipamentos, materiais e insumos de instalação, para atualização tecnológica dos recursos audiovisuais da Câmara Legislativa do Distrito Federal - CLDF, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital.",Luiz Eduardo de Oliveira Souto / Willy Ferraz de Oliveira,Cesar Augusto Scopinho / Glaucio Fernando Beserra Pinheiro / Leonardo de Assis Borges / Luis Gustavo Bonifacio Gomes / Roberto Massaru Sanbuichi / Bruno Gurgel de Oliveira Santos / Edison Miranda Junior / Eduardo Correa Rodrigues / Michel Alves da Silva / Roger Lemos Santos,,"PSG nº 276, de 28/11/2024, DCL nº 264, de 03/12/2024","27.100,00",2024-11-12,2025-05-11,encerrado,não,sim,2026-06-26T15:56:41
068-24,NATHALIA CHAVES CAVALCANTI,49889056000138,cnpj,Pregão,"Aquisição de equipamentos, materiais e insumos de instalação, para atualização tecnológica dos recursos audiovisuais da Câmara Legislativa do Distrito Federal - CLDF, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital.",Luiz Eduardo de Oliveira Souto / Willy Ferraz de Oliveira,Cesar Augusto Scopinho / Glaucio Fernando Beserra Pinheiro / Leonardo de Assis Borges / Luis Gustavo Bonifacio Gomes / Roberto Massaru Sanbuichi / Bruno Gurgel de Oliveira Santos / Edison Miranda Junior / Eduardo Correa Rodrigues / Michel Alves da Silva / Roger Lemos Santos,,"PSG nº 276, de 28/11/2024, DCL nº 264, de 03/12/2024","53.610,00",2024-11-12,2025-05-11,encerrado,não,sim,2026-06-26T15:56:41
070-24,MAIS ENERGIA COMPONENTES ELETRICOS LTDA,29646786000109,cnpj,Pregão,"Aquisição de equipamentos, materiais e insumos de instalação, para atualização tecnológica dos recursos audiovisuais da Câmara Legislativa do Distrito Federal - CLDF, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital.",,Cesar Augusto Scopinho / Roger Lemos Santos,,"PSG nº 277, de 28/11/2024, DCL nº 264, de 03/12/2024","3.422,00",2024-11-12,2025-05-11,encerrado,não,sim,2026-06-26T15:56:41
073-24,KAMALEAO TECNOLOGIA LTDA,52285726000111,cnpj,Pregão,"Aquisição de equipamentos, materiais e insumos de instalação, para atualização tecnológica dos recursos audiovisuais da Câmara Legislativa do Distrito Federal - CLDF, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital.",Luiz Eduardo de Oliveira Souto / Willy Ferraz de Oliveira,Cesar Augusto Scopinho / Glaucio Fernando Beserra Pinheiro / Leonardo de Assis Borges / Luis Gustavo Bonifacio Gomes / Roberto Massaru Sanbuichi / Bruno Gurgel de Oliveira Santos / Edison Miranda Junior / Eduardo Correa Rodrigues / Michel Alves da Silva / Roger Lemos Santos,,"PSG nº 276, de 28/11/2024, DCL nº 264, de 03/12/2024","648.231,42",2024-11-12,2025-05-11,encerrado,não,sim,2026-06-26T15:56:41
079-24,NKSTECH SOLUCOES CORPORATIVAS LTDA,41445037000100,cnpj,Pregão,"Aquisição de equipamentos, materiais e insumos de instalação, para atualização tecnológica dos recursos audiovisuais da Câmara Legislativa do Distrito Federal - CLDF, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital.",Luiz Eduardo de Oliveira Souto / Willy Ferraz de Oliveira,Cesar Augusto Scopinho / Glaucio Fernando Beserra Pinheiro / Leonardo de Assis Borges / Luis Gustavo Bonifacio Gomes / Roberto Massaru Sanbuichi / Bruno Gurgel de Oliveira Santos / Edison Miranda Junior / Eduardo Correa Rodrigues / Michel Alves da Silva / Roger Lemos Santos,,"PSG nº 276, de 28/11/2024, DCL nº 264, de 03/12/2024","32.196,71",2024-11-12,2025-05-11,encerrado,não,sim,2026-06-26T15:56:41
